"camis","dba","boro","cuisine_description","inspection_date","action","critical_flag","score","grade","inspection_type","violation_description"
"50121847","DUE FRATELLI","Queens","Pizza","2024-07-30T00:00:00.000","Violations were cited in the following area(s).","Critical","33",,"Cycle Inspection / Initial Inspection","Swollen, leaking, rusted or otherwise damaged canned food to be returned to distributor not segregated from intact product and clearly labeled DO NOT USE"
"41428706","GOOD FAMILY BAKERY","Brooklyn","Bakery Products/Desserts","2025-01-14T00:00:00.000","Violations were cited in the following area(s).","Not Critical","9","A","Cycle Inspection / Initial Inspection","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of."
"50118821","PEACHES PRIME","Brooklyn","New American","2025-02-27T00:00:00.000","Violations were cited in the following area(s).","Not Critical","11","A","Cycle Inspection / Initial Inspection","Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient."
"50089721","ASIAN CHEF","Queens","Chinese","2023-12-15T00:00:00.000","Violations were cited in the following area(s).","Not Critical","3","A","Cycle Inspection / Initial Inspection","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit."
"50120087","PHO TAN","Queens","Thai","2024-05-23T00:00:00.000","Violations were cited in the following area(s).","Critical","21",,"Cycle Inspection / Initial Inspection","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan."
"50005981","AROMA DE CAFE BAKERY","Queens","Latin American","2025-07-21T00:00:00.000","Violations were cited in the following area(s).","Not Critical","37",,"Cycle Inspection / Initial Inspection","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit."
"50005783","GOLDEN KRUST CARIBBEAN BAKERY & GRILL","Queens","Caribbean","2023-08-28T00:00:00.000","Violations were cited in the following area(s).","Critical","46","C","Cycle Inspection / Re-inspection","Hot TCS food item not held at or above 140 °F."
"50116792","HOOK & REEL CAJUN SEAFOOD & BAR","Bronx","Seafood","2023-09-05T00:00:00.000","Violations were cited in the following area(s).","Critical","32","C","Cycle Inspection / Re-inspection","Hot TCS food item not held at or above 140 °F."
"41392668","KENNY BAKERY","Manhattan","Bakery Products/Desserts","2024-12-26T00:00:00.000","Violations were cited in the following area(s).","Critical","26","B","Cycle Inspection / Re-inspection","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor."
"50134657","SPIRIT OF NEW YORK","Manhattan","Other","2023-09-12T00:00:00.000","Violations were cited in the following area(s).","Critical","26","N","Pre-permit (Operational) / Initial Inspection","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred."
"50040554","GOURMET GARDEN 8","Brooklyn","Chinese","2022-11-21T00:00:00.000","Violations were cited in the following area(s).","Not Critical","22","B","Cycle Inspection / Re-inspection","Swollen, leaking, rusted or otherwise damaged canned food to be returned to distributor not segregated from intact product and clearly labeled DO NOT USE"
"50134736",":3 COFFEE","Manhattan","Coffee/Tea","2024-07-22T00:00:00.000","Violations were cited in the following area(s).","Critical","13","A","Cycle Inspection / Initial Inspection","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor."
"50015444","99 CENTS FRESH SLICE PIZZA","Manhattan","Pizza","2023-05-16T00:00:00.000","Violations were cited in the following area(s).","Critical","18",,"Cycle Inspection / Initial Inspection","Food Protection Certificate (FPC) not held by manager or supervisor of food operations."
"50109268","HIMALAYAN CURRY HOUSE","Manhattan","Asian/Asian Fusion","2024-08-16T00:00:00.000","Violations were cited in the following area(s).","Critical","24","B","Cycle Inspection / Re-inspection","Food Protection Certificate (FPC) not held by manager or supervisor of food operations."
"50162487","DUNKIN'","Queens","Donuts","2025-02-26T00:00:00.000","Violations were cited in the following area(s).","Not Critical","26",,"Pre-permit (Operational) / Initial Inspection","Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment"
"50036928","CITYLINE BAKERY","Brooklyn","Bakery Products/Desserts","2025-07-22T00:00:00.000","Violations were cited in the following area(s).","Not Critical","6","A","Cycle Inspection / Initial Inspection","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit."
"50178847","CAFE MIA","Brooklyn","Coffee/Tea","2026-03-06T00:00:00.000","Violations were cited in the following area(s).","Not Critical","43","Z","Pre-permit (Operational) / Re-inspection","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests."
"40755172","PETER MCMANUS CAFE","Manhattan","Irish","2024-05-21T00:00:00.000","Violations were cited in the following area(s).","Critical","12","A","Cycle Inspection / Re-inspection","Evidence of mice or live mice in establishment's food or non-food areas."
"41362620","MAGNOLIA BAKERY","Manhattan","Bakery Products/Desserts","2024-09-17T00:00:00.000","Violations were cited in the following area(s).","Not Critical","13","A","Cycle Inspection / Initial Inspection","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of."
"50132530","E-NOODLE","Manhattan","Chinese","2024-01-29T00:00:00.000","Violations were cited in the following area(s).","Critical","11","A","Cycle Inspection / Initial Inspection","Hot TCS food item not held at or above 140 °F."
"50133691","NORTHERN 160","Queens","Korean","2025-06-05T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","Not Critical","74",,"Cycle Inspection / Initial Inspection","Thawing procedure improper."
"50143880","EMPANADAS RD","Bronx","Latin American","2025-02-18T00:00:00.000","Violations were cited in the following area(s).","Not Critical","56",,"Cycle Inspection / Initial Inspection","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests."
"50045788","CHINELOS II DELI-GROCERY RESTAURANT","Manhattan","Mexican","2025-03-20T00:00:00.000","Violations were cited in the following area(s).","Critical","31",,"Cycle Inspection / Initial Inspection","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation."
"50121060","GOLDEN WONTON KING","Queens","Chinese","2023-11-24T00:00:00.000","Violations were cited in the following area(s).","Critical","53",,"Pre-permit (Operational) / Compliance Inspection","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan."
"41509061","THE JUNCTION","Manhattan","American","2026-04-01T00:00:00.000","Violations were cited in the following area(s).","Not Critical","21",,"Cycle Inspection / Initial Inspection","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of."
"50127584","FRISSON ESPRESSO 44","Manhattan","Coffee/Tea","2024-01-18T00:00:00.000","Violations were cited in the following area(s).","Critical","24",,"Cycle Inspection / Initial Inspection","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan."
"50114920","STARBUCKS","Bronx","Coffee/Tea","2023-03-23T00:00:00.000","Violations were cited in the following area(s).","Not Critical","7","A","Pre-permit (Operational) / Initial Inspection","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of."
"50128781","WOK WOK RESTAURANT","Bronx","Chinese","2023-03-23T00:00:00.000","Violations were cited in the following area(s).","Critical","23","B","Pre-permit (Operational) / Re-inspection","Live roaches in facility's food or non-food area."
"50174362","WALTER'S GOOD EATS","Manhattan","Soul Food","2026-03-05T00:00:00.000","Violations were cited in the following area(s).","Critical","36","N","Pre-permit (Operational) / Initial Inspection","Evidence of rats or live rats in establishment's food or non-food areas."
"50131155","POPEYES LOUISIANA KITCHEN","Bronx","Chicken","2024-07-11T00:00:00.000","Violations were cited in the following area(s).","Critical","19",,"Cycle Inspection / Initial Inspection","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan."
"50116782","CASINO","Manhattan","Italian","2024-12-03T00:00:00.000","Violations were cited in the following area(s).","Critical","13","A","Cycle Inspection / Initial Inspection","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor."
"50128692","JIMBO'S HAMBURGER PLACE","Manhattan","Hamburgers","2022-11-18T00:00:00.000","Violations were cited in the following area(s).","Critical","14","B","Pre-permit (Operational) / Re-inspection","Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service."
"50133359","AMMI","Manhattan","Bangladeshi","2023-06-27T00:00:00.000","Violations were cited in the following area(s).","Critical","11",,"Pre-permit (Operational) / Initial Inspection","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor."
"50125813","MZ INEZ JERK HUT","Bronx","Caribbean","2024-01-22T00:00:00.000","Violations were cited in the following area(s).","Critical","13","A","Pre-permit (Operational) / Re-inspection","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor."
"50104071","TANDORICO","Queens","Bangladeshi","2025-05-29T00:00:00.000","Violations were cited in the following area(s).","Critical","61",,"Cycle Inspection / Initial Inspection","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor."
"50005479","NEW MING'S KITCHEN","Queens","Chinese","2024-03-28T00:00:00.000","Violations were cited in the following area(s).","Critical","20","B","Cycle Inspection / Re-inspection","Evidence of mice or live mice in establishment's food or non-food areas."
"50122928","THE FORT WASHINGTON BAKERY AND DELI","Manhattan","Bakery Products/Desserts","2023-03-20T00:00:00.000","Violations were cited in the following area(s).","Not Critical",,,"Administrative Miscellaneous / Re-inspection","Failure to post or conspicuously post healthy eating information"
"50166574","MY SUSHI","Queens","Fusion","2025-08-28T00:00:00.000","Violations were cited in the following area(s).","Not Critical","13","A","Cycle Inspection / Initial Inspection","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit."
"50019016","THE BUSH DOCTOR JUICE BAR","Brooklyn","Juice, Smoothies, Fruit Salads","2017-06-14T00:00:00.000","Violations were cited in the following area(s).","Not Critical","10","A","Cycle Inspection / Initial Inspection","Food contact surface not properly maintained."
"50138795","CAULDRON CHICKEN","Manhattan","Chicken","2026-01-20T00:00:00.000","Violations were cited in the following area(s).","Critical","62",,"Cycle Inspection / Initial Inspection","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation."
"50036406","TEXAS CHICKEN & BURGER","Bronx","Chicken","2023-12-27T00:00:00.000","Violations were cited in the following area(s).","Not Critical","26",,"Cycle Inspection / Initial Inspection","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests."
"50163406","JOJU","Manhattan","Asian/Asian Fusion","2025-04-24T00:00:00.000","Violations were cited in the following area(s).","Critical","31",,"Pre-permit (Operational) / Initial Inspection","Evidence of mice or live mice in establishment's food or non-food areas."
"50086162","DOCK ASIAN EATERY","Brooklyn","Asian/Asian Fusion","2024-10-10T00:00:00.000","Violations were cited in the following area(s).","Critical","71",,"Cycle Inspection / Initial Inspection","Evidence of mice or live mice in establishment's food or non-food areas."
"40385693","SALUMERIA BEILLESE, BIRICCHINO REST","Manhattan","Italian","2025-01-16T00:00:00.000","Violations were cited in the following area(s).","Not Critical","13","A","Cycle Inspection / Initial Inspection","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit."
"50015333","SNATCH & GO INTERNET CAFE & JUICE BAR","Brooklyn","Juice, Smoothies, Fruit Salads","2024-04-23T00:00:00.000","Violations were cited in the following area(s).","Critical","13","A","Cycle Inspection / Initial Inspection","Evidence of mice or live mice in establishment's food or non-food areas."
"50117122","Auntie Anne's","Bronx","Hotdogs/Pretzels","2023-01-30T00:00:00.000","Violations were cited in the following area(s).","Critical","12","A","Pre-permit (Operational) / Re-inspection","Hot TCS food item not held at or above 140 °F."
"50093797","DOMINO'S","Brooklyn","Pizza","2026-04-09T00:00:00.000","Violations were cited in the following area(s).","Not Critical","3","A","Cycle Inspection / Initial Inspection","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit."
"50133263","WASABI","Brooklyn","Japanese","2025-01-15T00:00:00.000","Violations were cited in the following area(s).","Not Critical","12","A","Cycle Inspection / Initial Inspection","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of."
"50108458","RADHUNI SWEETS & RESTAURANT","Brooklyn","Bangladeshi","2026-01-05T00:00:00.000","Violations were cited in the following area(s).","Critical","28","C","Cycle Inspection / Re-inspection","Hot TCS food item not held at or above 140 °F."
"50126902","STAR KABAB RESTAURANT","Queens","Bangladeshi","2026-03-31T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","Not Critical","82",,"Cycle Inspection / Re-inspection","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of."
"41248866","BARAKA BUFFET","Manhattan","African","2024-09-12T00:00:00.000","Violations were cited in the following area(s).","Critical","32",,"Cycle Inspection / Initial Inspection","Live roaches in facility's food or non-food area."
"41682198","THE MARK RESTAURANT","Manhattan","New American","2025-01-24T00:00:00.000","Violations were cited in the following area(s).","Not Critical","4","A","Cycle Inspection / Re-inspection","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit."
"50118544","CRAB SHACK SEAFOOD BOIL","Queens","Seafood","2024-10-28T00:00:00.000","Violations were cited in the following area(s).","Critical","52",,"Cycle Inspection / Initial Inspection","No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device."
"50123179","CARIDAD RESTAURANT","Bronx","Latin American","2025-08-06T00:00:00.000","Violations were cited in the following area(s).","Critical","21",,"Cycle Inspection / Initial Inspection","After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours."
"50141117","VPHO PIZZERIA & RESTAURANT","Bronx","Pizza","2025-01-16T00:00:00.000","Violations were cited in the following area(s).","Critical","13","A","Cycle Inspection / Initial Inspection","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred."
"50172632","JEHOVA JIREH DELI GROCERY","Brooklyn","Latin American","2025-12-16T00:00:00.000","Violations were cited in the following area(s).","Not Critical",,,"Administrative Miscellaneous / Initial Inspection","“Choking first aid” poster not posted. “Alcohol and Pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted."
"50113143","HUNGRY GHOST","Manhattan","American","2024-10-25T00:00:00.000","Violations were cited in the following area(s).","Critical","15",,"Cycle Inspection / Initial Inspection","Evidence of mice or live mice in establishment's food or non-food areas."
"50128737","BAO BY KAYA (Urban space)","Manhattan","Asian/Asian Fusion","2022-10-31T00:00:00.000","Violations were cited in the following area(s).","Critical","32",,"Pre-permit (Operational) / Initial Inspection","Hot TCS food item not held at or above 140 °F."
"50145256","BROOKLYN'S HOMESLICE","Brooklyn","Pizza","2024-09-25T00:00:00.000","Violations were cited in the following area(s).","Critical","16",,"Pre-permit (Operational) / Initial Inspection","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor."
"50145137","CAFE RUMI NY","Manhattan","Coffee/Tea","2024-01-12T00:00:00.000","Violations were cited in the following area(s).","Not Applicable",,,"Trans Fat / Initial Inspection","The original nutrition fact labels or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturer’s documentation not maintained on site."
"50177544","CD RESTAURANT AND BAR","Queens","Caribbean","2025-10-20T00:00:00.000","Violations were cited in the following area(s).","Not Critical","14","N","Pre-permit (Non-operational) / Initial Inspection","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of."
"50103595","FRAME","Manhattan","American","2026-06-04T00:00:00.000","Violations were cited in the following area(s).","Not Critical","18","Z","Cycle Inspection / Re-inspection","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests."
"50180846","BAR CHUCHO","Manhattan","Mexican","2026-06-23T00:00:00.000","Violations were cited in the following area(s).","Not Critical","25","N","Pre-permit (Operational) / Initial Inspection","Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance."
"50073021","NEW FUN SING","Brooklyn","Chinese","2025-09-02T00:00:00.000","Violations were cited in the following area(s).","Critical","11","A","Cycle Inspection / Initial Inspection","Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies."
"50055497","GARDEN CITY CHINESE RESTAURANT","Queens","Chinese","2023-05-25T00:00:00.000","Violations were cited in the following area(s).","Not Critical","12","A","Cycle Inspection / Initial Inspection","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit."
"50123542","CAFE GRUMPY","Manhattan","American","2024-11-01T00:00:00.000","Violations were cited in the following area(s).","Critical","5","A","Cycle Inspection / Initial Inspection","Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed."
"50072519","MIKE'S DINER","Brooklyn","Greek","2025-07-28T00:00:00.000","Violations were cited in the following area(s).","Critical","22","B","Cycle Inspection / Re-inspection","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation."
"50149980","SAIGON VIETNAMESE SANDWICH DELI","Manhattan","Sandwiches","2025-10-28T00:00:00.000","Violations were cited in the following area(s).","Not Critical","12","A","Cycle Inspection / Initial Inspection","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit."
"50118589","MATTO ESPRESSO","Manhattan","Coffee/Tea","2023-08-01T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","Not Critical","70",,"Pre-permit (Operational) / Re-inspection","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests."
"50013026","CHIPOTLE MEXICAN GRILL","Manhattan","Tex-Mex","2025-08-26T00:00:00.000","Violations were cited in the following area(s).","Not Critical","18",,"Cycle Inspection / Initial Inspection","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests."
"41716268","KENNEDY FRIED CHICKEN","Bronx","Chicken","2024-02-12T00:00:00.000","Violations were cited in the following area(s).","Critical","11","A","Cycle Inspection / Re-inspection","Live roaches in facility's food or non-food area."
"41305402","CASA DI ISACCO","Manhattan","Italian","2024-05-08T00:00:00.000","Violations were cited in the following area(s).","Not Critical","13",,"Cycle Inspection / Initial Inspection","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit."
"50167149","MONTEGO ISLAND CUISINE","Brooklyn","Caribbean","2026-06-23T00:00:00.000","Violations were cited in the following area(s).","Critical","53","N","Pre-permit (Operational) / Initial Inspection","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation."
"50110438","RALPH'S  ICES","Staten Island","Frozen Desserts","2024-10-12T00:00:00.000","Violations were cited in the following area(s).","Not Critical","26",,"Cycle Inspection / Initial Inspection","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit."
"41444291","THINK COFFEE","Manhattan","Coffee/Tea","2024-12-16T00:00:00.000","Violations were cited in the following area(s).","Not Critical","13","A","Cycle Inspection / Initial Inspection","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit."
"50137171","THE MIGHTY CRAB","Queens","Chinese","2024-02-29T00:00:00.000","Violations were cited in the following area(s).","Critical","33",,"Cycle Inspection / Initial Inspection","Evidence of mice or live mice in establishment's food or non-food areas."
"41212364","BECKETT'S","Manhattan","American","2023-04-13T00:00:00.000","Violations were cited in the following area(s).","Critical","32",,"Cycle Inspection / Initial Inspection","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred."
"50058785","AMAZE FUSION & LOUNGE","Manhattan","Asian/Asian Fusion","2024-05-22T00:00:00.000","Violations were cited in the following area(s).","Not Critical","12","A","Cycle Inspection / Initial Inspection","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit."
"50044749","DUNKIN","Manhattan","Donuts","2023-04-19T00:00:00.000","Violations were cited in the following area(s).","Critical","23",,"Cycle Inspection / Initial Inspection","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan."
"41377819","ATHENA","Brooklyn","Greek","2022-09-06T00:00:00.000","Violations were cited in the following area(s).","Critical","11","A","Cycle Inspection / Re-inspection","Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies."
"41388432","THE TAP HOUSE","Queens","Irish","2023-01-24T00:00:00.000","Violations were cited in the following area(s).","Critical","23","B","Cycle Inspection / Re-inspection","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred."
"50070272","KRAZY PIZZA AND WINGS","Brooklyn","Chicken","2025-12-29T00:00:00.000","Violations were cited in the following area(s).","Not Critical","6","A","Cycle Inspection / Initial Inspection","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit."
"50161905","STEAM'R CAFE","Brooklyn","Coffee/Tea","2025-04-21T00:00:00.000","Violations were cited in the following area(s).","Critical","12","A","Pre-permit (Operational) / Initial Inspection","Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses."
"50119562","PLAYA BOWLS","Manhattan","Juice, Smoothies, Fruit Salads","2024-11-26T00:00:00.000","Violations were cited in the following area(s).","Critical","9","A","Cycle Inspection / Initial Inspection","Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies."
"50130183","THAI DELIGHT","Manhattan","Thai","2025-01-02T00:00:00.000","Violations were cited in the following area(s).","Not Critical","23",,"Cycle Inspection / Initial Inspection","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit."
"50162193","MISHKA SOHO","Manhattan","Eastern European","2024-12-12T00:00:00.000","Violations were cited in the following area(s).","Not Critical",,,"Administrative Miscellaneous / Initial Inspection","Nuisance created or allowed to exist. Facility not free from unsafe, hazardous, offensive or annoying condition."
"50038162","DUNKIN","Queens","American","2026-02-27T00:00:00.000","Violations were cited in the following area(s).","Not Critical","7","A","Cycle Inspection / Initial Inspection","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit."
"50108303","POPEYES LOUISIANA KITCHEN","Brooklyn","Chicken","2025-08-20T00:00:00.000","Violations were cited in the following area(s).","Critical","11","A","Cycle Inspection / Initial Inspection","Evidence of mice or live mice in establishment's food or non-food areas."
"50119940","PRIME GRIND COFFEE & ESPRESSO","Brooklyn","Coffee/Tea","2024-05-10T00:00:00.000","Violations were cited in the following area(s).","Not Critical","43",,"Cycle Inspection / Initial Inspection","Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment"
"50063865","SLIMAK CAFE","Brooklyn","American","2024-05-24T00:00:00.000","Violations were cited in the following area(s).","Not Critical","32",,"Cycle Inspection / Initial Inspection","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of."
"40369878","VILLA MOSCONI","Manhattan","Italian","2025-04-17T00:00:00.000","Violations were cited in the following area(s).","Critical","25","B","Cycle Inspection / Re-inspection","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred."
"50103690","GENESIS","Queens","Tex-Mex","2025-10-07T00:00:00.000","Violations were cited in the following area(s).","Not Critical","32",,"Cycle Inspection / Initial Inspection","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of."
"50108759","EL SABOR DEL RANCHO CORP","Queens","Mexican","2026-04-03T00:00:00.000","Violations were cited in the following area(s).","Not Critical","22","B","Cycle Inspection / Re-inspection","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests."
"50102831","MCDONALD'S","Queens","Hamburgers","2023-10-02T00:00:00.000","Violations were cited in the following area(s).","Not Critical","11","A","Cycle Inspection / Initial Inspection","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests."
"50142826","STARBUCKS COFFEE COMPANY","Staten Island","Coffee/Tea","2025-06-20T00:00:00.000","Violations were cited in the following area(s).","Not Critical",,,"Administrative Miscellaneous / Initial Inspection","“Choking first aid” poster not posted. “Alcohol and Pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted."
"40383281","GABY'S PIZZA","Queens","Pizza","2022-10-06T00:00:00.000","Violations were cited in the following area(s).","Not Critical","13","A","Cycle Inspection / Initial Inspection","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit."
"50000113","TU CACHAPA","Manhattan","Spanish","2024-01-30T00:00:00.000","Violations were cited in the following area(s).","Critical","33",,"Cycle Inspection / Initial Inspection","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor."
"41456771","TAQUERIA COATZINGO","Queens","Mexican","2024-06-24T00:00:00.000","Violations were cited in the following area(s).","Not Critical","78",,"Cycle Inspection / Initial Inspection","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests."
